N.;Comune;Località;Titolare Concessione;Tipologia concessoria (L.R. 13/2007 e R.R. n. 11/2009);N. Concess. Data rilascio;Denominazione;Superficie scoperta mq.;Opere facile rimozione mq.;Opere difficile rimozione mq.;Pertinenze  mq.;Totale superficie coperta mq.;Fronte mare metri lineari;Specchio acqueo mq.
10;FIUMICINO;FOCENE;CASSA MUTUA  UU.SS.LL.;SB;Conc. N. 516/2005;CLUB AZZURRA;1805,3;230,2;204,5;260;694,7;50;
11;FIUMICINO;FREGENE;HANG LOOSE SRL;ER;Conc. N. 759/2009;HANG LOOSE;226,65;138,36;;;138,36;;
12;FIUMICINO;PASSOSCURO;MOAI  SRL;ER;Conc. N. 415/03 SUB. 1/2010;MOAI;;300;;;300;;
13;FIUMICINO;MACCARESE;BAGNO 32 SRL;ER;Conc. N. 679/08 SUB. 8/2011;CREUZA DE MA';;127;;;127;;
14;FIUMICINO;PASSOSCURO;OSPEDALE BAMBINO GESU';ARS;Conc. N. 740/2008;OSPEDALE BAMBINO GESU';2155;;260;;260;;
15;FIUMICINO;MACCARESE;CESOLINA SRL;SB;Conc. N. 785/2009;LA RAMBLA;8255;390,95;307,74;466,74;1165,43;100;
16;FIUMICINO;MACCARESE;CHALET 94 SNC;SB;Conc. N. 473/2004;PUNTA ROSSA;1937,65;502,1;141,74;208,51;852,35;50;
17;FIUMICINO;PASSOSCURO;CONGR. PICCOLE ANCELLE DEL SACRO CUORE;ARS;Conc. N. 737/2008;CONGR. PICCOLE ANCELLE DEL SACRO CUORE;447,08;52;;;52;35;
18;FIUMICINO;FREGENE;COOP. PRO FREGENE SUD;SB;Conc. N. 151/2002;ARCOBALENO;6124,96;429,28;183,6;62,16;675,04;52;
19;FIUMICINO;FREGENE;CRIS 98 SNC;SB;Conc. N. 437/2003;SAINT TROPEZ;7048,87;1362,41;217,68;83,04;1663,13;;
20;FIUMICINO;FREGENE;DI GIUSEPPE ALBERTO;SB;Conc. N. 116/2002;IL DELFINO;6102,64;1761,25;104,26;57,85;1923,36;;
21;FIUMICINO;FREGENE;DI GIUSEPPE PAOLA;SB;Conc. N. 703/2008;IL CIGNO;5154,88;1044,44;125,17;128,51;1298,12;50;
22;FIUMICINO;FREGENE;G.S.B. SRL;SB;Conc. N. 849/08 SUB. 6/2011;IL PELLICANO;5791,43;;1500,66;357,91;1858,57;84;
23;FIUMICINO;PASSOSCURO;PELOTA BEACH  SAS;ER;Conc. N. 660/2008;PELOTA BEACH;;165;;;165;;
24;FIUMICINO;FREGENE;FANTAUZZI MARCO;SB;Conc. N. 695/2008;LA VELA;3633,41;1730,44;73,32;46,83;1850,59;70;
25;FIUMICINO;PASSOSCURO;FAVA ROMUALDO;SB;Conc. N. 154/2002;CAVALLUCCIO MARINO;2629,93;500,24;91,93;62,9;655,07;64,5;
26;FIUMICINO;FREGENE;FILACCHIONI DANIELA;SB;Conc. N. 451/2003;IL GLAUCO;6873,33;1134,43;674,42;168,82;1977,67;89,6;
27;FIUMICINO;FREGENE;NUOVA ALBOS SRL;SB;Conc. N. 792/09 SUB 11/2011;ALBOS;10521,35;472,87;1863,8;123,98;2460,65;100;
28;FIUMICINO;FREGENE;SOC. INDIA 08 SRL;SB;Conc. N. 916/09 SUB 14/2010;BLU;2413;265;816,68;105,32;1187;30;
29;FIUMICINO;FOCENE;HAVANA BEACH SRL;ER;Conc. N. 63/2007;HAVANA CLUB BEACH;;387;;;387;;
30;FIUMICINO;FREGENE;GIS MARE SRL;SB;Conc. N. 143/2002;LA RIVETTA;5833,77;748,06;266,43;59,44;1073,93;50,5;
31;FIUMICINO;MACCARESE;ESPARGO SRL;ER;Conc. N. 816/2009;ESPARGO;405;40;;;40;;
32;FIUMICINO;PASSOSCURO;LOMBARDO VIVIANA;ER;Conc. N. 869/2009;IL TUCANO CLUB;;479;;;479;;
33;FIUMICINO;FREGENE;KAUNA POINT SRL;ER;Conc. N. 755/2009;IL KIOSCO;;100;;;100;;
34;FIUMICINO;MACCARESE;SESTO GAETANO;SB;Conc. N. 901/2009;PARADISE BEACH;5624;584,69;232,07;59,24;876;99,4;
35;FIUMICINO;MACCARESE;SESTO GAETANO;SA;Conc. N. 309/2002;;2400;;;;;80;
36;FIUMICINO;MACCARESE;LA LUCCIOLA SRL;SB;Conc. N. 753/2009;LA LUCCIOLA;2883,39;821,69;27,88;172,04;1021,61;66,5;
37;FIUMICINO;PASSOSCURO;GIUSTI PAOLA LANDI ALESSANDRO;SA;Conc. N. 525/2005;LIDO DI PALIDORO;4686,06;185,22;239,12;189,6;613,94;104;
38;FIUMICINO;FREGENE;LA PERLA SRL;SB;Conc. N. 696/2008;LA PERLA;10313,5;1565;2461,5;60;4086,5;107;
39;FIUMICINO;FOCENE;LIDO DI FOCENE SRL;SB;Conc. N. 836/2009;IL LIDO DI FOCENE;5.373.99;802,44;1395;28,49;2225,93;100;
40;FIUMICINO;MACCARESE;LO SCOGLIO SNC;SB;Conc. N. 567/2005;LO SCOGLIO;2923,4;917,27;84,33;75;1076,6;50;
41;FIUMICINO;FREGENE;LA SCIALUPPA SRL;SB;Conc. N. 899/09 SUB 44/2012;LA SCIALUPPA;1528,15;147,9;449;306,86;903,76;43;
42;FIUMICINO;FREGENE;MANILA SAS;SB;Conc. N. 123/2002;MANILA;7685,34;1866,51;304,84;143,31;2314,66;57;
43;FIUMICINO;FREGENE;MAREUSA SRL;SB;Conc. N. 878/2009;MIRAGGIO;10400;743,95;956,26;368,37;2068,58;120;
44;FIUMICINO;MACCARESE;MARINA PICCOLA SNC;SB;Conc. N. 709/2008;MARINA PICCOLA;5452,11;1208,92;157,64;41,33;1407,89;120;
45;FIUMICINO;PASSOSCURO;MARINI MARIA;SB;Conc. N. 910/2009;LA LAMPARA;3124,5;219,15;56,35;56;331,5;92;
46;FIUMICINO;FREGENE;MASTINO SNC;SB;Conc. N. 222/2002;MASTINO;3517,87;960,15;71,04;450,96;1482,15;58;
47;FIUMICINO;FOCENE;MEDITERRANEO SNC;ER;Conc. N. 680/2008;BARAONDA;98,5;61,5;;;61,5;;
48;FIUMICINO;MACCARESE;MEZZAVILLA MARICA;ER;Conc. N. 423/2003;LA PERLA CHIC;;40;;;40;;
49;FIUMICINO;FREGENE;CONTROVENTO SRL;ER;Conc. N. 802/09 SUB 7/2011;CONTROVENTO;;360;;;360;;
50;FIUMICINO;FREGENE;MUCCIARELLI GIULIA;ER;Conc. N. 522/2005;COCCO LOCO;;76,3;;;76,3;;
51;FIUMICINO;PASSOSCURO;NAUTICA LIDO SRL;SA;Conc. N. 779/2009;NAUTIN CLUB;2595,5;366,93;61,89;175,68;604,5;80;
52;FIUMICINO;FREGENE;OASI SRL;SB;Conc. N. 783/2009;OASI;7925,85;797,62;1065,82;210,71;2074,15;100;
53;FIUMICINO;FOCENE;LA TRANQUILLITA' SRL;SB;Conc. N. 103/2001;LA TRANQUILLITA';6135,57;2826,06;;;2826,06;135;
54;FIUMICINO;MACCARESE;MARIDEA SRL;SB;Conc. N. 87/2001;LAGUNA BLU;3087,24;817,45;50,07;45,24;912,76;53;
55;FIUMICINO;FOCENE;ONDA BLU SNC;ER;Conc. N. 853/2009;ONDA BLU;;110;;;110;;
56;FIUMICINO;FREGENE;ONDINA SRL;SB;Conc. N. 758/2009;ONDINA;6179,09;1690,1;90;40;1820,1;61;
57;FIUMICINO;PASSOSCURO;OPERA DON GUANELLA;ARS;Conc. N. 848/2009;OPERA DON GUANELLA;149,8;;61,2;;61,2;;
58;FIUMICINO;PASSOSCURO;PAOLI ALDO;SB;Conc. N. 62/2001;BRASILIA;5973,58;149,66;;54,83;204,49;100;
59;FIUMICINO;MACCARESE;BRASILIA 2 SRL;SA;Conc. N. 434/2003;BRASILIA 2;5415,17;1184,83;;;1184,83;82;
60;FIUMICINO;FREGENE;IL PATIO SAS;SB;Conc. N. 104/2002;IL PATIO;9106,04;1624,89;411,39;157,68;2193,96;100;
61;FIUMICINO;MACCARESE;VMC SRL;SA;Conc. N. 524/05 SUB 7/2013;IL PIRATA;2485;100;;;100;73,3;
62;FIUMICINO;FREGENE;P&B SRL;PO;Conc. N. 735/2008;POINT BREAK;2498,57;322,43;252;12;586,43;30;
63;FIUMICINO;FOCENE;SOC. COOP. TORTUGA ARL;ER;Conc. N. 410/2003;UN POSTO AL SOLE;;255;;;255;;
64;FIUMICINO;MACCARESE;PIZZIOL ROBERTO;ER;Conc. N. 706/2008;RED BEACH;;37,5;;;37,5;;
65;FIUMICINO;FOCENE;STELUSA SRL;ER;Conc. N. 798/09 SUB 6/2010;ALTAMAREA;;333;;;333;;
66;FIUMICINO;FOCENE;SOC. ONDA SRL;ER;Conc. N. 656/2008;ONDA;;156,00;;;156,00;;
67;FIUMICINO;FOCENE;RILLI MARIA CRISTINA;SA;Conc. N. 771/2009;ARCOBALENO;3280,25;219,75;;;219,75;70;
68;FIUMICINO;FREGENE;RIVIERA SAS;SB;Conc. N. 821/2009;RIVIERA;7901,05;2062,55;1184;282,4;3528,95;100;
69;FIUMICINO;FREGENE;ROSCIOLI MARINA;ER;Conc. N. 827/2009;BARRACUDA;167,4;36,6;;;36,6;20;
70;FIUMICINO;FREGENE;SAN MARCO SRL;SB;Conc. N. 650/2008;JANGA BEACH;11312,82;974;1840;28;2842;100;
71;FIUMICINO;MACCARESE;L'ISOLA SRL;SB;Conc. N. 660/2008;L'ISOLA;7371,95;1614,54;5,51;;1620,05;122;
72;FIUMICINO;FREGENE;SANTA TERESA SRL;SB;Conc. N. 807/2009;LA NAVE;18619,2;2548,98;1474,38;357,44;4380,8;180;
73;FIUMICINO;FREGENE;SAREM SRL;SB;Conc. N. 79/2001;LIDO DI FREGENE;24269,83;2477,4;1061,27;191,5;3730,17;200;
74;FIUMICINO;FREGENE;SITI SRL;SB;Conc. N. 889/2009;COQUI BEACH;11426,7;638,55;472,17;216,58;1327,3;130;
75;FIUMICINO;FREGENE;LA BAIA SRL;SB;Conc. N. 704/2008;LA BAIA;5005;835;385,05;164,95;1385;65;
76;FIUMICINO;SAN NICOLA;SOC. MARE SRL;SA;Conc. N. 676/2008;MINI BEACH;1548,3;211,7;;;211,7;80;
77;FIUMICINO;FREGENE;SOGNO DEL MARE SRL;SB;Conc. N. 98/2001;SOGNO DEL MARE;8207,84;2129,98;371,98;150,2;2652,16;94,5;
78;FIUMICINO;PASSOSCURO;NUOVO ARCOBALENO DI DEL MONTE NATALINO;SB;Conc. N. 128/2002;ARCOBALENO;3999,2;497,75;24,18;169,87;691,8;110;
79;FIUMICINO;PASSOSCURO;GIOMA SNC;ER;Conc. N. 165/2002;LE SIRENE;261,5;147;;;147;;
80;FIUMICINO;FREGENE;SUORE CARMELITANE E CAPACCIO CINZIA;ARS;Conc. N. 834/2009;ALBA CHIARA;6165,4;134,6;;;134,6;53;
81;FIUMICINO;FOCENE;SUORE CARMELITANE;ARS;Conc. N. 835/09 SUB. 20/2011;;4998;42;;;42;81;
82;FIUMICINO;FOCENE;40ø GRADI ALL'OMBRA SRL;ER;Conc. N. 913/09 SUB. 5/2013;40ø GRADI ALL'OMBRA;;244;;;244;;
83;FIUMICINO;FREGENE;TIRRENO SRL;SB;Conc. N. 784/2009;TIRRENO;9335,96;4120,84;1282,44;165,76;5569,04;152,5;
84;FIUMICINO;FREGENE;TONI SRL;SB;Conc. N. 106/2002;TONI;8918,91;2378,39;1500,26;354,92;4233,57;114;
85;FIUMICINO;MACCARESE;LA CAPANNINA SRL;SB;Conc. N. 757/2009;LA CAPANNINA;11426,86;1835,99;1282,35;254,8;3373,14;190;
86;FIUMICINO;MACCARESE;TURISMARE SRL;SB;Conc. N. 823/2009;ECO DEL MARE;10543;1121;1872;536;3529;155,1;
87;FIUMICINO;FREGENE;VALORIZZAZIONI TURISTICHE SRL;ER;Conc. N. 796/2009;SINGITA;;360;;;360;;
88;FIUMICINO;MACCARESE;COLOMBO MARIA SAVERIA;SB;Conc. N. 664/2008;L'ANCORA;5228,11;333,45;245,21;83,23;661,89;76;
89;FIUMICINO;MACCARESE;VICENTIN MASSIMO;SA;Conc. N. 493/2004;LA PLAYA;2161,24;1038,76;;;1038,76;38,28;
90;FIUMICINO;PASSOSCURO;VITTORIA SAS;SB;Conc. N. 159/2002;VITTORIA;1502;311,88;265,31;326,01;903,2;40;
91;FIUMICINO;FOCENE;WATERFRONT SRL;ER;Conc. N. 413/2002;WATERFRONT;;343;;;343;;
92;FIUMICINO;FREGENE;FEDERICI PAZZELLI;ER;Conc. N. 826/2009;RISTORANTE;86,56;8,84;89,92;67,68;166,44;;
93;FIUMICINO;FOCENE;PISTECCHIA FRANCO;ER;Conc. N. 65820/08;BAR STELLA;32;40;;;40;;
94;FIUMICINO;FREGENE;LENTINI PIETRO;ER;Conc. N. 609/2006;RISTORANTE GINA;12,77;;152,19;297,31;449,5;;
95;FIUMICINO;PASSOSCURO;MASSACCESI PATRICK E C. SAS;ER;Conc. N. 624/2006;IL GABBIANO;85,72;83,59;;87,14;170,73;;
96;FIUMICINO;MACCARESE;ASSOCIAZIONE BAU BEACH VILLAGE;SA;Conc. N. N.4 /2010;BAUBEACH;6960;40;;;40;100;
97;FIUMICINO;FIUMICINO;TIMONE SRL;ER;Conc. N. 14/2005 SUB 13/2010;IL TIMONE;;149;;;149;;
98;FIUMICINO;FIUMICINO;FLORIDA VILLAGE SRL;SB;Conc. N. 5/04 SUB 9/2013;FLORIDA;3354,89;295,34;648,2;250,96;1194,5;20;
99;FIUMICINO;FIUMICINO;OASI SRL;SB;Conc. N. 9/2002 SUB 5/2012;OASI;8794,24;577,3;995,4;84,06;1656,76;40;
100;FIUMICINO;FIUMICINO;BREACK BLOCK;SB;Conc. N. 11/02 SUB. 24/2011;CAPRI;2449,22;196,38;192,35;452,05;840,78;100;
101;FIUMICINO;FIUMICINO;MARINA DEL REY SRL;SB;Conc. N. 30/2002;MARINA DEL REY;4103,7;110;478;257;845;667;
102;FIUMICINO;FIUMICINO;LIDO NERI SRL;SB;Conc. N. 8/02 SUB 26/2010;LIDO NERI;1135,98;346,72;334,9;143;824,62;;
103;FIUMICINO;FIUMICINO;LA BUSSOLA SAS;SB;Conc. N. N. 1/2003;LA BUSSOLA;3356,48;617,21;926,49;52,82;1596,52;120;
104;FIUMICINO;FIUMICINO;PAPAYA SAS;ER;Conc. N. N. 3/2003;PAPAYA BEACH;76;95;;;95;;
105;FIUMICINO;FIUMICINO;EUROPA 2000 SRL;SB;Conc. N. N. 27/2002;VITTORIA;1880,08;873,4;195,32;64,2;1132,92;20;
106;FIUMICINO;FIUMICINO;CHERUBINI ENRICA;SB;Conc. N. N.14/2002;TIRRENO;4120,84;569;104;41;714;42,5;
107;FIUMICINO;FIUMICINO;TALAVELA SRL;ER;Conc. N. N. 1/2005;MEDITERRANEO;430;40;;;40;;
108;FIUMICINO;FIUMICINO;CASADEI GINA;SB;Conc. N. 27/2001;IL VELIERO;4903,66;;464,04;284,3;748,34;80;
109;FIUMICINO;FIUMICINO;QUEEN MARY SRL;ER;Conc. N. 17/2002 SUB 3/2012;QUEEN MARY;69;;40,27;260,73;301;;
110;FIUMICINO;FIUMICINO;ELICHI SRL;ER;Conc. N. 45/2002 SUB 7/2012;REEF VILLAGE;98;30;;;30;;
111;FIUMICINO;FOCENE;MARPI SAS;ER;Conc. N. N.7/2003;ULTIMA SPIAGGIA;;526;;;526;;
112;FIUMICINO;FREGENE;ALICIA 2005 SRL;SB;Conc. N. 878/09 SUB PARZ. 14/2012;RIVA;3378,2;242,44;289,67;89,69;621,8;50;
113;FIUMICINO;FOCENE;SOC. COOP. SERVIZI INTEGRATI ARL + MOAI SRL;SB;Conc. N. N. 9/2012;EX GABBIANO BIANCO;3064,14;215,86;;;215,86;;
1;FONDI;PEDEMONTANO;MASTROPIETRO GRAZIA;SB;Conc. N. n. 2/2008;GELF IL PIRATA;1750;87,2;;;87,2;50;
2;FONDI;I TUMULETI;LA MELA ANNURCA SOC. COOP.;SB;Conc. N. n. 1/2008;KNULP ON THE BEACH;1278,22;71,78;;;71,78;50;
3;FONDI;I TUMULETI;MORELLI CINZIA;PO;Conc. N. n. 1/2009;;;7,5;;;7,5;;
4;FONDI;S. ANASTASIA;RIVIERA SRL;SB;Conc. N. n. 3/2008;LIDO RIVIERA;3451;23;276;;299;120;
5;FONDI;MARINA DI RIO CLARO;COOP. MARINA DI RIO CLARO I;SA;Conc. N. n. 6/2008;COOP. MARINA DI RIO CLARO I;2500;;;;;100;
6;FONDI;MARINA DI RIO CLARO;IANNONE ASSUNTA;SB;Conc. N. n. 4/2008;LO CHALET;1543,3;113,5;;;113,5;80;
7;FONDI;VIA FLACCA Km. 4+150;ALFONSO MARTINO HOTEL & C. SAS;SA;Conc. N. n. 1/2011;ALFONSO MARTINO HOTEL & C.;567,5;;;;;113,5;
8;FONDI;VIA FLACCAKm. 2+950;IANNELLI ALBERTO ALFREDO;SB;Conc. N. n. 5/2008;LA LUCCIOLA;891,4;108,6;;;108,6;50;
9;FONDI;BORGO S. ANTONIO;MIGNANELLI PIETRO;NIAB;Conc. N. n. 2/2009;;;14;;;14;;
1;FORMIA;VINDICIO;MOSCOLONI FRANCESCA;SB;Conc. N. N. 5/2003;LIDO FRUNGILLO;6084;516;;;516;200;
2;FORMIA;VINDICIO;CENTRO WINDSURFING VINDICIO;ARS;Conc. N. N. 6/2009;CENTRO WINDSURFING VINDICIO;1152,7;104,3;;;104,3;39,5;
3;FORMIA;VINDICIO;CIRCOLA NAUTICO VELA VIVA;ARS;Conc. N. N. 10/2004;CIRCOLO NAUTICO VELA VIVA;1375,4;124,6;;;124,6;50;
4;FORMIA;VINDICIO;CENTRO VELICO VINDICIO;ARS;Conc. N. N. 5/2009;CIRCOLO VELICO VINDICIO;1361,55;138,45;;;138,45;50;
5;FORMIA;VINDICIO;SANTO LUIGI;SB;Conc. N. N. 7/2004;LIDO RISORGIMENTO;3062;172;201;;373;124;
6;FORMIA;VINDICIO;CIANI RINA GERARDINA;ARS;Conc. N. N. 1/2006;CIANI RINA GERARDINA;821,4;178,6;;;178,6;25;
7;FORMIA;VINDICIO;ASSOCIAZIONE SPORTIVA IL VELIERO;ARS;Conc. N. N. 2/2006;ASSOCIAZIONE SPORTIVA IL VELIERO;641,09;158,91;;;158,91;20;
8;FORMIA;VINDICIO;DOPOLAVORO FERROVIARIO;SB;Conc. N. N. 3/2003;LIDO HELIOS;1452,65;46,35;70;;116,35;50;
9;FORMIA;VINDICIO;GRELLA MARIA LETIZIA;ARS;Conc. N. N. 2 2007;MAREMOTO;1378,7;128,8;;;128,8;39,5;
10;FORMIA;S. JANNI;LIDO TIRRENO DI GIORNALISTA MARCO & C. SAS;SB;Conc. N. N. 1/2004;LIDO TIRRENO;3473,36;80;159,14;;239,14;90;
11;FORMIA;S. JANNI;GIRARDI DOMENICO;SB;Conc. N. N. 2/2004;LIDO CELESTE;4886,97;;499,73;;499,73;100;
12;FORMIA;S. JANNI;CARDONE ALESSANDRO;SB;Conc. N. N. 1/2002;LIDO DEL GOLFO;1300,25;;149,75;;149,75;50;
13;FORMIA;VINDICIO;PARISI VITTORIO;SB;Conc. N. N. 7/2006;BAGNI PARISI;3270,46;109,5;464,56;;574,06;106;
14;FORMIA;S. JANNI;ISTITUTO MATER DIVINAE GRATIAE;SR;Conc. N. N. 5/2003;ISTITUTO MATER DIVINAE GRATIAE;1769;45;130;;175;50;
15;FORMIA;S. JANNI;FRANGIOSA VINCENZO;SB;Conc. N. N. 3/2004;LIDO SIRENE;3191;;300,4;207,52;507,92;75,9;
16;FORMIA;ACQUATRAVERSA;GRAND HOTEL FAGIANO SRL;SR;Conc. N. N. 5/2008;GRAND HOTEL FAGIANO;604,08;;;;;50;
17;FORMIA;LEVANTE;SOC. NUOVA FORMIA SPA;SR;Conc. N. N. 5/2003;GRANDE ALBERGO MIRAMARE;510;;;;;30;
18;FORMIA;VINDICIO;KLATON SRL;SR;Conc. N. N. 6/2004;KLATON (EX ALBERGO PARADISO);1207,66;120,24;;;120,24;40;
19;FORMIA;S. JANNI;PESCATORE GIUSEPPE;SB;Conc. N. N. 2/2008;LIDO LA PERLA;2702,5;;327,17;;327,17;50;
20;FORMIA;S. JANNI;LIBERACE ALFREDO E LIBERACE CARMELA;SB;Conc. N. N. 4/2003;LIDO LA CONCHIGLIA;2687;;270;;270;100;
21;FORMIA;S. JANNI;DE GIRONIMO UGO;SB;Conc. N. N. 4/2006;LIDO S. JANNI;3150;;375,8;244,5;620,3;100;
22;FORMIA;S. JANNI;BAJAMAR SRL;SR;Conc. N. N. 5/2005;BAJAMAR;1116,03;41,5;119,5;;161;50;
23;FORMIA;S. JANNI;CICCOLELLA RAFFAELE;SR;Conc. N. N. 1/2009;LITTLE GARDEN;724,25;34,5;41,25;;75,75;20;
24;FORMIA;ACQUATRAVERSA;HOTEL EUROPA DEI F.LLI CICCOLELLA S.N.C.;SR;Conc. N. N. 34/1996;HOTEL EUROPA;595;;;;;17;
25;FORMIA;S. JANNI;SOC. BARRACUDA SRL;ER;Conc. N. N. 3/2012;BARRACUDA;129,5;158;;;158;;
26;FORMIA;VINDICIO;ISTITUTO VILLA MARIA TERESA;SR;Conc. N. N. 3/2009;ISTITUTO VILLA MARIA TERESA;170,46;;4,54;;4,54;7;
27;FORMIA;ACQUATRAVERSA;ISTITUTO FILIPPO SMALDONE;SR;Conc. N. N. 5/2003;ISTITUTO FILIPPO SMALDONE;253;;;;;20;
28;FORMIA;ARBUSTELLO;EREDI VILLA GIOVANNI;SR;Conc. N. N. 6/2006;BAIA DELLA GHIAIA;1305;;;;;180;
29;FORMIA;VINDICIO;LIDO LA SCOGLIERA DI IANNOTTA GIOVANNA & C. SAS;SB;Conc. N. N. 3/2007;LIDO LA SCOGLIERA;4089;;360;;360;120;825
30;FORMIA;S. JANNI;FOLCO NICE;SB;Conc. N. N. 5/2006;LIDO ORIENTE;2992,24;;311,76;;311,76;100;
31;FORMIA;VINDICIO;DI RUSSO GIANFILIPPO;SB;Conc. N. N. 4/ 2006;LIDO BANDIERA;6280,9;;482,5;247,1;729,6;200;
32;FORMIA;VINDICIO;DE MEO ANTONIA;ARS;Conc. N. N. 2/2012;DE MEO ANTONIA;228,9;176,1;;;176,1;;
33;FORMIA;PORTO CAPOSELE;ISERNIA SALVATORE;PO;Conc. N. N. 45/2006;ASS. CLUB VELA FORMIA;272;18;;;18;;735
34;FORMIA;PORTO CAPOSELE;SOC. SERVIZI PORTUALI SRL DI CIANCIARUSO;PO;Conc. N. N. 64/2006;SOC. SERVIZI PORTUALI SRL;;193,55;;;193,55;;1488,8
35;FORMIA;PORTO CAPOSELE;CIRCOLO NAUTICO CAPOSELE;PO;Conc. N. N. 7/2006;CIRCOLO NAUTICO CAPOSELE;309;216;;;216;;2064
36;FORMIA;PINETA VINDICIO;SOC. PETER PAN DISCO-BAR DI DINUCCI;ER;Conc. N. N. 14/2008;BAR EOLO;;12;;;12;;
37;FORMIA;PINETA VINDICIO;CIOTOLI GIOVANNA;ER;Conc. N. N. 63/2006;LO SMERALDO;425,03;;;552,26;552,26;;
38;FORMIA;PORTO VESPUCCI;OASI SRL DI GIGLIO MAURO;ER;Conc. N. N. 12/2007;BAR OASI;;28,1;;;28,1;;
39;FORMIA;PORTO VESPUCCI;BOVE SNC DI BOVE SALVATORE E SANDRO;PO;Conc. N. N. 47/2006;BOVE SNC DI BOVE SALVATORE E SANDRO;;96;6;;102;;1070
40;FORMIA;PORTO VESPUCCI;ASSOCIAZIONE MARE NOSTRUM;PO;Conc. N. N. 42/2006;ASSOCIAZIONE MARE NOSTRUM;;190;;;190;;494
41;FORMIA;PORTO VESPUCCI;ASSOCIAZIONE CLUB NAUTICO DEL GOLFO;PO;Conc. N. N. 54/2006;ASSOCIAZIONE CLUB NAUTICO DEL GOLFO;;200;;;200;;1620
42;FORMIA;PORTO VESPUCCI;A.D.G. SNC DI GARGANO GIOVANNI;PO;Conc. N. N. 28/2007;A.D.G. SNC DI GARGANO GIOVANNI;;323,04;;;323,04;;3441,96
43;FORMIA;PORTO VESPUCCI;L'APPRODO SAS DI MADDALENA ANTONIO;PO;Conc. N. N. 4/2007;L'APPRODO SAS DI MADDALENA ANTONIO;;345,25;;;345,25;;2425,72
44;FORMIA;DARSENA LA QUERCIA;ASSOCIAZIONE MARE BLU;PO;Conc. N. N. 7/2007;ASSOCIAZIONE MARE BLU;;34,2;;;34,2;;222,3
45;FORMIA;DARSENA LA QUERCIA;ASSOCIAZIONE DELFINO BLU;PO;Conc. N. N. 3/2010;ASSOCIAZIONE DELFINO BLU;;;;;;;112
46;FORMIA;MOLO AZZURRA;D.A.M.S.A. DI DE MEO MICHELE & C.;ER;Conc. N. N. 73/2006;RISTORANTE ZI ANNA;94;;;616;616;;
47;FORMIA;DARSENA TORRE DI MOLA;ASSOCIAZIONE IL GABBIANO;PO;Conc. N. N. 4/2012;ASSOCIAZIONE IL GABBIANO;;;;;;;170
48;FORMIA;DARSENA TORRE DI MOLA;ASSOCIAZIONE AMICI DEL MARE;PO;Conc. N. N. 40/2006;ASSOCIAZIONE AMICI DEL MARE;;54;;;54;;876
49;FORMIA;DARSENA TORRE DI MOLA;CARTA GIANLUCA;PO;Conc. N. N. 17/2005;CARTA GIANLUCA;281,5;223,46;;;223,46;;1447,33
50;FORMIA;PORTO CAPOSELE;COMUNE DI FORMIA;PO;Conc. N. N. 35/2008;COMUNE DI FORMIA;;;;;;;1246
51;FORMIA;PORTO CAPOSELE;EREDI DI RUSSO BRUNO;SB;Conc. N. N. 111/93;POSEIDON;2038,62;;;1802,17;1802,17;;
52;FORMIA;DARSENA TORRE DI MOLA;LUCA DE MEO F.LLI ANTONIO E OSVALDO;PO;Conc. N. N. 37/2007;LUCA DE MEO F.LLI ANTONIO E OSVALDO;6;6;;;6;;31
53;FORMIA;MOLO AZZURRA;DE SANTIS ANNA;ER;Conc. N. N. 02/2014;STAZIONE BAR STAZIONE MARITTIMA;;5,1;;;5,1;;
1;GAETA;SERAPO;SOCIETA' RISORGIMENTO di PATELLA PASQUALE & C.SAS.;SB;Conc. N. 45/2002;RISORGIMENTO;8250;550;753;100;1403;80;
2;GAETA;SERAPO;LIDO LA PERLA SAS  di CERNUTO G. DEI ROSSI L. & C.;SB;Conc. N. 54/2002;LA PERLA;7132,78;2106,58;627,83;116,14;2850,55;80;
3;GAETA;SERAPO;MAMMOLLETTA COSMO;SB;Conc. N. 62/2003;LUNA ROSSA;5381;227;178;27;432;77,5;
4;GAETA;SERAPO;STABILIMENTO BALNEARE LIDO di MITRANO GIUSEPPE E SOCI SNC;SB;Conc. N. 43/2002;LIDO;7982;1467;534;20;2021;81,15;
5;GAETA;SERAPO;MAGLIOZZI DAMIANO;SB;Conc. N. 37/2002;ORIENTE;6994,92;499;530,69;207,29;1236,98;80;
6;GAETA;SERAPO;LIDO VIAREGGIO di STEFANELLI LUCIA & C SAS;SB;Conc. N. 47/2002;VIAREGGIO;8104,75;271,9;489,72;96,19;857,81;139;
7;GAETA;SERAPO;STABILIMENTO BALNEARE AURORA SAS di VAUDO A.& C.;SB;Conc. N. 46/2002;AURORA;8134;236;261;120;617;80;
8;GAETA;SERAPO;LIDO SERAPIDE di RICINIELLO C. & C. SAS;SB;Conc. N. 60/2003;SERAPIDE;5674,8;494;560,95;149,25;1204,2;58;
9;GAETA;SERAPO;SELENE SAS di UGLIANO ANGELA & C.;SB;Conc. N. 59/2003;SELENE;8783,97;375,29;439,96;749,57;1564,82;100;
10;GAETA;SERAPO;MIRAMARE di RICINIELLO & C. SNC;SB;Conc. N. 52/2002;MIRAMARE;5810,67;22,92;2691,04;122,65;2836,61;80;
